date,sku_id,warehouse_id,quantity_sold
2024-02-17,SKU103,WH1,31
2024-02-18,SKU103,WH1,33
2024-02-19,SKU103,WH1,23
2024-02-20,SKU103,WH1,23
2024-02-21,SKU103,WH1,25
2024-02-22,SKU103,WH1,24
2024-02-23,SKU103,WH1,19
2024-02-24,SKU103,WH1,37
2024-02-25,SKU103,WH1,37
2024-02-26,SKU103,WH1,25
2024-02-27,SKU103,WH1,27
2024-02-28,SKU103,WH1,26
2024-02-29,SKU103,WH1,25
2024-03-01,SKU103,WH1,23
2024-03-02,SKU103,WH1,31
2024-03-03,SKU103,WH1,37
2024-03-04,SKU103,WH1,24
2024-03-05,SKU103,WH1,24
2024-03-06,SKU103,WH1,20
2024-03-07,SKU103,WH1,20
2024-03-08,SKU103,WH1,27
2024-03-09,SKU103,WH1,35
2024-03-10,SKU103,WH1,38
2024-03-11,SKU103,WH1,24
2024-03-12,SKU103,WH1,24
2024-03-13,SKU103,WH1,26
2024-03-14,SKU103,WH1,22
2024-03-15,SKU103,WH1,24
2024-03-16,SKU103,WH1,34
2024-03-17,SKU103,WH1,34
2024-03-18,SKU103,WH1,23
2024-03-19,SKU103,WH1,24
2024-03-20,SKU103,WH1,22
2024-03-21,SKU103,WH1,27
2024-03-22,SKU103,WH1,21
2024-03-23,SKU103,WH1,35
2024-03-24,SKU103,WH1,34
2024-03-25,SKU103,WH1,28
2024-03-26,SKU103,WH1,24
2024-03-27,SKU103,WH1,27
2024-03-28,SKU103,WH1,19
2024-03-29,SKU103,WH1,24
2024-03-30,SKU103,WH1,38
2024-03-31,SKU103,WH1,36
2024-04-01,SKU103,WH1,27
2024-04-02,SKU103,WH1,22
2024-04-03,SKU103,WH1,28
2024-04-04,SKU103,WH1,30
2024-04-05,SKU103,WH1,22
2024-04-06,SKU103,WH1,34
2024-04-07,SKU103,WH1,40
2024-04-08,SKU103,WH1,28
2024-04-09,SKU103,WH1,22
2024-04-10,SKU103,WH1,22
2024-04-11,SKU103,WH1,23
2024-04-12,SKU103,WH1,19
2024-04-13,SKU103,WH1,33
2024-04-14,SKU103,WH1,32
2024-04-15,SKU103,WH1,21
2024-04-16,SKU103,WH1,23
2024-04-17,SKU103,WH1,24
2024-04-18,SKU103,WH1,28
2024-04-19,SKU103,WH1,21
2024-04-20,SKU103,WH1,38
2024-04-21,SKU103,WH1,35
2024-04-22,SKU103,WH1,23
2024-04-23,SKU103,WH1,26
2024-04-24,SKU103,WH1,20
2024-04-25,SKU103,WH1,25
2024-04-26,SKU103,WH1,24
2024-04-27,SKU103,WH1,37
2024-04-28,SKU103,WH1,36
2024-04-29,SKU103,WH1,31
2024-04-30,SKU103,WH1,22
2024-05-01,SKU103,WH1,22
2024-05-02,SKU103,WH1,22
2024-05-03,SKU103,WH1,22
2024-05-04,SKU103,WH1,34
2024-05-05,SKU103,WH1,39
2024-05-06,SKU103,WH1,28
2024-05-07,SKU103,WH1,22
2024-05-08,SKU103,WH1,21
2024-05-09,SKU103,WH1,25
2024-05-10,SKU103,WH1,22
2024-05-11,SKU103,WH1,37
2024-05-12,SKU103,WH1,36
2024-05-13,SKU103,WH1,19
2024-05-14,SKU103,WH1,28
2024-05-15,SKU103,WH1,29
2024-05-16,SKU103,WH1,22
2024-05-17,SKU103,WH1,22
2024-05-18,SKU103,WH1,36
2024-05-19,SKU103,WH1,37
2024-05-20,SKU103,WH1,25
2024-05-21,SKU103,WH1,30
2024-05-22,SKU103,WH1,23
2024-05-23,SKU103,WH1,21
2024-05-24,SKU103,WH1,19
2024-05-25,SKU103,WH1,33
2024-05-26,SKU103,WH1,35
2024-05-27,SKU103,WH1,29
2024-05-28,SKU103,WH1,22
2024-05-29,SKU103,WH1,24
2024-05-30,SKU103,WH1,23
2024-05-31,SKU103,WH1,27
2024-06-01,SKU103,WH1,43
2024-06-02,SKU103,WH1,34
2024-06-03,SKU103,WH1,22
2024-06-04,SKU103,WH1,27
2024-06-05,SKU103,WH1,26
2024-06-06,SKU103,WH1,29
2024-06-07,SKU103,WH1,25
2024-06-08,SKU103,WH1,34
2024-06-09,SKU103,WH1,37
2024-06-10,SKU103,WH1,27
2024-06-11,SKU103,WH1,26
2024-06-12,SKU103,WH1,25
2024-06-13,SKU103,WH1,27
2024-06-14,SKU103,WH1,27
2024-06-15,SKU103,WH1,40
2024-06-16,SKU103,WH1,37
2024-06-17,SKU103,WH1,23
2024-06-18,SKU103,WH1,24
2024-06-19,SKU103,WH1,27
2024-06-20,SKU103,WH1,21
2024-06-21,SKU103,WH1,25
2024-06-22,SKU103,WH1,34
2024-06-23,SKU103,WH1,36
2024-06-24,SKU103,WH1,27
2024-06-25,SKU103,WH1,24
2024-06-26,SKU103,WH1,24
2024-06-27,SKU103,WH1,19
2024-06-28,SKU103,WH1,26
2024-06-29,SKU103,WH1,37
2024-06-30,SKU103,WH1,42
2024-01-01,SKU103,WH2,24
2024-01-02,SKU103,WH2,25
2024-01-03,SKU103,WH2,25
2024-01-04,SKU103,WH2,29
2024-01-05,SKU103,WH2,24
2024-01-06,SKU103,WH2,38
2024-01-07,SKU103,WH2,39
2024-01-08,SKU103,WH2,25
2024-01-09,SKU103,WH2,23
2024-01-10,SKU103,WH2,25
2024-01-11,SKU103,WH2,28
2024-01-12,SKU103,WH2,21
2024-01-13,SKU103,WH2,37
2024-01-14,SKU103,WH2,35
2024-01-15,SKU103,WH2,28
2024-01-16,SKU103,WH2,20
2024-01-17,SKU103,WH2,23
2024-01-18,SKU103,WH2,26
2024-01-19,SKU103,WH2,29
2024-01-20,SKU103,WH2,37
2024-01-21,SKU103,WH2,35
2024-01-22,SKU103,WH2,30
2024-01-23,SKU103,WH2,20
2024-01-24,SKU103,WH2,18
2024-01-25,SKU103,WH2,26
2024-01-26,SKU103,WH2,23
2024-01-27,SKU103,WH2,34
2024-01-28,SKU103,WH2,39
2024-01-29,SKU103,WH2,25
2024-01-30,SKU103,WH2,23
2024-01-31,SKU103,WH2,21
2024-02-01,SKU103,WH2,27
2024-02-02,SKU103,WH2,26
2024-02-03,SKU103,WH2,37
2024-02-04,SKU103,WH2,43
2024-02-05,SKU103,WH2,21
2024-02-06,SKU103,WH2,20
2024-02-07,SKU103,WH2,22
2024-02-08,SKU103,WH2,24
2024-02-09,SKU103,WH2,25
2024-02-10,SKU103,WH2,36
2024-02-11,SKU103,WH2,38
2024-02-12,SKU103,WH2,21
2024-02-13,SKU103,WH2,29
2024-02-14,SKU103,WH2,24
2024-02-15,SKU103,WH2,28
2024-02-16,SKU103,WH2,26
2024-02-17,SKU103,WH2,38
2024-02-18,SKU103,WH2,39
2024-02-19,SKU103,WH2,26
2024-02-20,SKU103,WH2,26
2024-02-21,SKU103,WH2,28
2024-02-22,SKU103,WH2,25
2024-02-23,SKU103,WH2,27
2024-02-24,SKU103,WH2,37
2024-02-25,SKU103,WH2,41
2024-02-26,SKU103,WH2,22
2024-02-27,SKU103,WH2,30
2024-02-28,SKU103,WH2,24
2024-02-29,SKU103,WH2,20
2024-03-01,SKU103,WH2,25
2024-03-02,SKU103,WH2,35
2024-03-03,SKU103,WH2,40
2024-03-04,SKU103,WH2,23
2024-03-05,SKU103,WH2,23
2024-03-06,SKU103,WH2,19
2024-03-07,SKU103,WH2,23
2024-03-08,SKU103,WH2,17
2024-03-09,SKU103,WH2,32
2024-03-10,SKU103,WH2,39
2024-03-11,SKU103,WH2,27
2024-03-12,SKU103,WH2,26
2024-03-13,SKU103,WH2,22
2024-03-14,SKU103,WH2,24
2024-03-15,SKU103,WH2,24
2024-03-16,SKU103,WH2,34
2024-03-17,SKU103,WH2,42
2024-03-18,SKU103,WH2,27
2024-03-19,SKU103,WH2,24
2024-03-20,SKU103,WH2,25
2024-03-21,SKU103,WH2,25
2024-03-22,SKU103,WH2,18
2024-03-23,SKU103,WH2,36
2024-03-24,SKU103,WH2,35
2024-03-25,SKU103,WH2,21
2024-03-26,SKU103,WH2,24
2024-03-27,SKU103,WH2,30
2024-03-28,SKU103,WH2,26
2024-03-29,SKU103,WH2,23
2024-03-30,SKU103,WH2,39
2024-03-31,SKU103,WH2,41
2024-04-01,SKU103,WH2,27
2024-04-02,SKU103,WH2,25
2024-04-03,SKU103,WH2,23
2024-04-04,SKU103,WH2,27
2024-04-05,SKU103,WH2,26
2024-04-06,SKU103,WH2,40
2024-04-07,SKU103,WH2,39
2024-04-08,SKU103,WH2,28
2024-04-09,SKU103,WH2,23
2024-04-10,SKU103,WH2,28
2024-04-11,SKU103,WH2,25
2024-04-12,SKU103,WH2,31
2024-04-13,SKU103,WH2,35
2024-04-14,SKU103,WH2,42
2024-04-15,SKU103,WH2,25
2024-04-16,SKU103,WH2,23
2024-04-17,SKU103,WH2,23
2024-04-18,SKU103,WH2,24
2024-04-19,SKU103,WH2,26
2024-04-20,SKU103,WH2,39
2024-04-21,SKU103,WH2,35
2024-04-22,SKU103,WH2,24
2024-04-23,SKU103,WH2,31
2024-04-24,SKU103,WH2,30
2024-04-25,SKU103,WH2,26
2024-04-26,SKU103,WH2,25
2024-04-27,SKU103,WH2,37
2024-04-28,SKU103,WH2,39
2024-04-29,SKU103,WH2,21
2024-04-30,SKU103,WH2,24
2024-05-01,SKU103,WH2,19
2024-05-02,SKU103,WH2,26
2024-05-03,SKU103,WH2,26
2024-05-04,SKU103,WH2,36
2024-05-05,SKU103,WH2,42
2024-05-06,SKU103,WH2,21
2024-05-07,SKU103,WH2,20
2024-05-08,SKU103,WH2,25
2024-05-09,SKU103,WH2,28
2024-05-10,SKU103,WH2,30
2024-05-11,SKU103,WH2,36
2024-05-12,SKU103,WH2,40
2024-05-13,SKU103,WH2,24
2024-05-14,SKU103,WH2,24
2024-05-15,SKU103,WH2,27
2024-05-16,SKU103,WH2,26
2024-05-17,SKU103,WH2,20
2024-05-18,SKU103,WH2,41
2024-05-19,SKU103,WH2,41
2024-05-20,SKU103,WH2,23
2024-05-21,SKU103,WH2,26
2024-05-22,SKU103,WH2,26
2024-05-23,SKU103,WH2,25
2024-05-24,SKU103,WH2,23
2024-05-25,SKU103,WH2,35
2024-05-26,SKU103,WH2,37
2024-05-27,SKU103,WH2,28
2024-05-28,SKU103,WH2,26
2024-05-29,SKU103,WH2,23
2024-05-30,SKU103,WH2,27
2024-05-31,SKU103,WH2,16
2024-06-01,SKU103,WH2,40
2024-06-02,SKU103,WH2,32
2024-06-03,SKU103,WH2,23
2024-06-04,SKU103,WH2,21
2024-06-05,SKU103,WH2,21
2024-06-06,SKU103,WH2,28
2024-06-07,SKU103,WH2,23
2024-06-08,SKU103,WH2,38
2024-06-09,SKU103,WH2,37
2024-06-10,SKU103,WH2,26
2024-06-11,SKU103,WH2,25
2024-06-12,SKU103,WH2,21
2024-06-13,SKU103,WH2,27
2024-06-14,SKU103,WH2,23
2024-06-15,SKU103,WH2,32
2024-06-16,SKU103,WH2,36
2024-06-17,SKU103,WH2,29
2024-06-18,SKU103,WH2,27
2024-06-19,SKU103,WH2,23
2024-06-20,SKU103,WH2,23
2024-06-21,SKU103,WH2,24
2024-06-22,SKU103,WH2,43
2024-06-23,SKU103,WH2,38
2024-06-24,SKU103,WH2,26
2024-06-25,SKU103,WH2,28
2024-06-26,SKU103,WH2,25
2024-06-27,SKU103,WH2,24
2024-06-28,SKU103,WH2,24
2024-06-29,SKU103,WH2,37
2024-06-30,SKU103,WH2,37
