sku_id,warehouse_id,date,quantity_sold
SKU001,WH3,2024-12-23,52
SKU001,WH4,2024-12-23,42
SKU001,WH5,2024-12-23,44
SKU002,WH1,2024-12-23,51
SKU002,WH2,2024-12-23,56
SKU002,WH3,2024-12-23,50
SKU002,WH4,2024-12-23,47
SKU002,WH5,2024-12-23,48
SKU003,WH1,2024-12-23,42
SKU003,WH2,2024-12-23,51
SKU003,WH3,2024-12-23,53
SKU003,WH4,2024-12-23,46
SKU003,WH5,2024-12-23,46
SKU004,WH1,2024-12-23,50
SKU004,WH2,2024-12-23,46
SKU004,WH3,2024-12-23,48
SKU004,WH4,2024-12-23,59
SKU004,WH5,2024-12-23,47
SKU005,WH1,2024-12-23,47
SKU005,WH2,2024-12-23,45
SKU005,WH3,2024-12-23,52
SKU005,WH4,2024-12-23,47
SKU005,WH5,2024-12-23,45
SKU006,WH1,2024-12-23,55
SKU006,WH2,2024-12-23,55
SKU006,WH3,2024-12-23,45
SKU006,WH4,2024-12-23,39
SKU006,WH5,2024-12-23,53
SKU007,WH1,2024-12-23,45
SKU007,WH2,2024-12-23,52
SKU007,WH3,2024-12-23,38
SKU007,WH4,2024-12-23,53
SKU007,WH5,2024-12-23,42
SKU008,WH1,2024-12-23,52
SKU008,WH2,2024-12-23,48
SKU008,WH3,2024-12-23,44
SKU008,WH4,2024-12-23,46
SKU008,WH5,2024-12-23,52
SKU009,WH1,2024-12-23,49
SKU009,WH2,2024-12-23,51
SKU009,WH3,2024-12-23,58
SKU009,WH4,2024-12-23,40
SKU009,WH5,2024-12-23,56
SKU010,WH1,2024-12-23,49
SKU010,WH2,2024-12-23,44
SKU010,WH3,2024-12-23,42
SKU010,WH4,2024-12-23,47
SKU010,WH5,2024-12-23,53
SKU011,WH1,2024-12-23,48
SKU011,WH2,2024-12-23,56
SKU011,WH3,2024-12-23,41
SKU011,WH4,2024-12-23,48
SKU011,WH5,2024-12-23,42
SKU012,WH1,2024-12-23,50
SKU012,WH2,2024-12-23,53
SKU012,WH3,2024-12-23,46
SKU012,WH4,2024-12-23,35
SKU012,WH5,2024-12-23,49
SKU013,WH1,2024-12-23,50
SKU013,WH2,2024-12-23,50
SKU013,WH3,2024-12-23,54
SKU013,WH4,2024-12-23,43
SKU013,WH5,2024-12-23,52
SKU014,WH1,2024-12-23,54
SKU014,WH2,2024-12-23,39
SKU014,WH3,2024-12-23,50
SKU014,WH4,2024-12-23,46
SKU014,WH5,2024-12-23,48
SKU015,WH1,2024-12-23,50
SKU015,WH2,2024-12-23,46
SKU015,WH3,2024-12-23,45
SKU015,WH4,2024-12-23,48
SKU015,WH5,2024-12-23,43
SKU016,WH1,2024-12-23,43
SKU016,WH2,2024-12-23,52
SKU016,WH3,2024-12-23,43
SKU016,WH4,2024-12-23,52
SKU016,WH5,2024-12-23,51
SKU017,WH1,2024-12-23,40
SKU017,WH2,2024-12-23,45
SKU017,WH3,2024-12-23,54
SKU017,WH4,2024-12-23,43
SKU017,WH5,2024-12-23,46
SKU018,WH1,2024-12-23,51
SKU018,WH2,2024-12-23,52
SKU018,WH3,2024-12-23,47
SKU018,WH4,2024-12-23,45
SKU018,WH5,2024-12-23,55
SKU019,WH1,2024-12-23,57
SKU019,WH2,2024-12-23,53
SKU019,WH3,2024-12-23,49
SKU019,WH4,2024-12-23,44
SKU019,WH5,2024-12-23,44
SKU020,WH1,2024-12-23,51
SKU020,WH2,2024-12-23,50
SKU020,WH3,2024-12-23,55
SKU020,WH4,2024-12-23,52
SKU020,WH5,2024-12-23,41
SKU001,WH1,2024-12-24,54
SKU001,WH2,2024-12-24,43
SKU001,WH3,2024-12-24,47
SKU001,WH4,2024-12-24,50
SKU001,WH5,2024-12-24,58
SKU002,WH1,2024-12-24,64
SKU002,WH2,2024-12-24,52
SKU002,WH3,2024-12-24,48
SKU002,WH4,2024-12-24,51
SKU002,WH5,2024-12-24,53
SKU003,WH1,2024-12-24,47
SKU003,WH2,2024-12-24,57
SKU003,WH3,2024-12-24,50
SKU003,WH4,2024-12-24,51
SKU003,WH5,2024-12-24,52
SKU004,WH1,2024-12-24,51
SKU004,WH2,2024-12-24,53
SKU004,WH3,2024-12-24,45
SKU004,WH4,2024-12-24,46
SKU004,WH5,2024-12-24,43
SKU005,WH1,2024-12-24,51
SKU005,WH2,2024-12-24,52
SKU005,WH3,2024-12-24,51
SKU005,WH4,2024-12-24,57
SKU005,WH5,2024-12-24,48
SKU006,WH1,2024-12-24,52
SKU006,WH2,2024-12-24,43
SKU006,WH3,2024-12-24,47
SKU006,WH4,2024-12-24,52
SKU006,WH5,2024-12-24,53
SKU007,WH1,2024-12-24,47
SKU007,WH2,2024-12-24,48
SKU007,WH3,2024-12-24,41
SKU007,WH4,2024-12-24,47
SKU007,WH5,2024-12-24,53
SKU008,WH1,2024-12-24,51
SKU008,WH2,2024-12-24,51
SKU008,WH3,2024-12-24,49
SKU008,WH4,2024-12-24,49
SKU008,WH5,2024-12-24,45
SKU009,WH1,2024-12-24,52
SKU009,WH2,2024-12-24,51
SKU009,WH3,2024-12-24,51
SKU009,WH4,2024-12-24,46
SKU009,WH5,2024-12-24,38
SKU010,WH1,2024-12-24,54
SKU010,WH2,2024-12-24,46
SKU010,WH3,2024-12-24,44
SKU010,WH4,2024-12-24,52
SKU010,WH5,2024-12-24,47
SKU011,WH1,2024-12-24,54
SKU011,WH2,2024-12-24,52
SKU011,WH3,2024-12-24,52
SKU011,WH4,2024-12-24,42
SKU011,WH5,2024-12-24,55
SKU012,WH1,2024-12-24,50
SKU012,WH2,2024-12-24,47
SKU012,WH3,2024-12-24,49
SKU012,WH4,2024-12-24,40
SKU012,WH5,2024-12-24,51
SKU013,WH1,2024-12-24,43
SKU013,WH2,2024-12-24,42
SKU013,WH3,2024-12-24,41
SKU013,WH4,2024-12-24,54
SKU013,WH5,2024-12-24,45
SKU014,WH1,2024-12-24,56
SKU014,WH2,2024-12-24,46
SKU014,WH3,2024-12-24,40
SKU014,WH4,2024-12-24,43
SKU014,WH5,2024-12-24,55
SKU015,WH1,2024-12-24,48
SKU015,WH2,2024-12-24,46
SKU015,WH3,2024-12-24,49
SKU015,WH4,2024-12-24,51
SKU015,WH5,2024-12-24,54
SKU016,WH1,2024-12-24,56
SKU016,WH2,2024-12-24,47
SKU016,WH3,2024-12-24,42
SKU016,WH4,2024-12-24,46
SKU016,WH5,2024-12-24,50
SKU017,WH1,2024-12-24,44
SKU017,WH2,2024-12-24,44
SKU017,WH3,2024-12-24,50
SKU017,WH4,2024-12-24,48
SKU017,WH5,2024-12-24,49
SKU018,WH1,2024-12-24,45
SKU018,WH2,2024-12-24,47
SKU018,WH3,2024-12-24,44
SKU018,WH4,2024-12-24,53
SKU018,WH5,2024-12-24,54
SKU019,WH1,2024-12-24,39
SKU019,WH2,2024-12-24,44
SKU019,WH3,2024-12-24,41
SKU019,WH4,2024-12-24,45
SKU019,WH5,2024-12-24,48
SKU020,WH1,2024-12-24,41
SKU020,WH2,2024-12-24,44
SKU020,WH3,2024-12-24,43
SKU020,WH4,2024-12-24,50
SKU020,WH5,2024-12-24,49
SKU001,WH1,2024-12-25,45
SKU001,WH2,2024-12-25,50
SKU001,WH3,2024-12-25,46
SKU001,WH4,2024-12-25,47
SKU001,WH5,2024-12-25,57
SKU002,WH1,2024-12-25,55
SKU002,WH2,2024-12-25,42
SKU002,WH3,2024-12-25,53
SKU002,WH4,2024-12-25,53
SKU002,WH5,2024-12-25,43
SKU003,WH1,2024-12-25,53
SKU003,WH2,2024-12-25,56
SKU003,WH3,2024-12-25,43
SKU003,WH4,2024-12-25,44
SKU003,WH5,2024-12-25,54
SKU004,WH1,2024-12-25,50
SKU004,WH2,2024-12-25,51
SKU004,WH3,2024-12-25,50
SKU004,WH4,2024-12-25,51
SKU004,WH5,2024-12-25,42
SKU005,WH1,2024-12-25,54
SKU005,WH2,2024-12-25,54
SKU005,WH3,2024-12-25,47
SKU005,WH4,2024-12-25,48
SKU005,WH5,2024-12-25,41
SKU006,WH1,2024-12-25,51
SKU006,WH2,2024-12-25,52
SKU006,WH3,2024-12-25,48
SKU006,WH4,2024-12-25,54
SKU006,WH5,2024-12-25,47
SKU007,WH1,2024-12-25,51
SKU007,WH2,2024-12-25,44
SKU007,WH3,2024-12-25,49
SKU007,WH4,2024-12-25,48
SKU007,WH5,2024-12-25,50
SKU008,WH1,2024-12-25,47
SKU008,WH2,2024-12-25,48
SKU008,WH3,2024-12-25,53
SKU008,WH4,2024-12-25,46
SKU008,WH5,2024-12-25,41
SKU009,WH1,2024-12-25,57
SKU009,WH2,2024-12-25,56
SKU009,WH3,2024-12-25,42
SKU009,WH4,2024-12-25,52
SKU009,WH5,2024-12-25,46
SKU010,WH1,2024-12-25,50
SKU010,WH2,2024-12-25,50
SKU010,WH3,2024-12-25,47
SKU010,WH4,2024-12-25,45
SKU010,WH5,2024-12-25,45
SKU011,WH1,2024-12-25,44
SKU011,WH2,2024-12-25,44
SKU011,WH3,2024-12-25,48
SKU011,WH4,2024-12-25,45
SKU011,WH5,2024-12-25,52
SKU012,WH1,2024-12-25,56
SKU012,WH2,2024-12-25,46
SKU012,WH3,2024-12-25,50
SKU012,WH4,2024-12-25,51
SKU012,WH5,2024-12-25,51
SKU013,WH1,2024-12-25,49
SKU013,WH2,2024-12-25,52
SKU013,WH3,2024-12-25,51
SKU013,WH4,2024-12-25,42
SKU013,WH5,2024-12-25,53
SKU014,WH1,2024-12-25,53
SKU014,WH2,2024-12-25,45
SKU014,WH3,2024-12-25,49
SKU014,WH4,2024-12-25,52
SKU014,WH5,2024-12-25,48
SKU015,WH1,2024-12-25,54
SKU015,WH2,2024-12-25,60
SKU015,WH3,2024-12-25,45
SKU015,WH4,2024-12-25,42
SKU015,WH5,2024-12-25,50
SKU016,WH1,2024-12-25,52
SKU016,WH2,2024-12-25,47
SKU016,WH3,2024-12-25,56
SKU016,WH4,2024-12-25,42
SKU016,WH5,2024-12-25,52
SKU017,WH1,2024-12-25,46
SKU017,WH2,2024-12-25,57
SKU017,WH3,2024-12-25,59
SKU017,WH4,2024-12-25,45
SKU017,WH5,2024-12-25,46
SKU018,WH1,2024-12-25,53
SKU018,WH2,2024-12-25,47
SKU018,WH3,2024-12-25,48
SKU018,WH4,2024-12-25,49
SKU018,WH5,2024-12-25,39
SKU019,WH1,2024-12-25,49
SKU019,WH2,2024-12-25,45
SKU019,WH3,2024-12-25,46
SKU019,WH4,2024-12-25,56
SKU019,WH5,2024-12-25,42
SKU020,WH1,2024-12-25,53
SKU020,WH2,2024-12-25,47
SKU020,WH3,2024-12-25,47
SKU020,WH4,2024-12-25,53
SKU020,WH5,2024-12-25,50
SKU001,WH1,2024-12-26,52
SKU001,WH2,2024-12-26,54
SKU001,WH3,2024-12-26,47
SKU001,WH4,2024-12-26,46
SKU001,WH5,2024-12-26,43
SKU002,WH1,2024-12-26,45
SKU002,WH2,2024-12-26,64
SKU002,WH3,2024-12-26,55
SKU002,WH4,2024-12-26,42
SKU002,WH5,2024-12-26,42
SKU003,WH1,2024-12-26,51
SKU003,WH2,2024-12-26,52
SKU003,WH3,2024-12-26,52
SKU003,WH4,2024-12-26,48
SKU003,WH5,2024-12-26,48
SKU004,WH1,2024-12-26,50
SKU004,WH2,2024-12-26,49
SKU004,WH3,2024-12-26,38
SKU004,WH4,2024-12-26,48
SKU004,WH5,2024-12-26,45
SKU005,WH1,2024-12-26,50
SKU005,WH2,2024-12-26,64
SKU005,WH3,2024-12-26,51
SKU005,WH4,2024-12-26,47
SKU005,WH5,2024-12-26,53
SKU006,WH1,2024-12-26,51
SKU006,WH2,2024-12-26,51
SKU006,WH3,2024-12-26,52
SKU006,WH4,2024-12-26,59
SKU006,WH5,2024-12-26,43
SKU007,WH1,2024-12-26,51
SKU007,WH2,2024-12-26,44
SKU007,WH3,2024-12-26,52
SKU007,WH4,2024-12-26,44
SKU007,WH5,2024-12-26,47
SKU008,WH1,2024-12-26,47
SKU008,WH2,2024-12-26,54
SKU008,WH3,2024-12-26,53
SKU008,WH4,2024-12-26,43
SKU008,WH5,2024-12-26,49
SKU009,WH1,2024-12-26,45
SKU009,WH2,2024-12-26,43
SKU009,WH3,2024-12-26,48
SKU009,WH4,2024-12-26,47
SKU009,WH5,2024-12-26,61
SKU010,WH1,2024-12-26,51
SKU010,WH2,2024-12-26,42
SKU010,WH3,2024-12-26,46
SKU010,WH4,2024-12-26,54
SKU010,WH5,2024-12-26,59
SKU011,WH1,2024-12-26,41
SKU011,WH2,2024-12-26,39
SKU011,WH3,2024-12-26,58
SKU011,WH4,2024-12-26,51
SKU011,WH5,2024-12-26,44
SKU012,WH1,2024-12-26,51
SKU012,WH2,2024-12-26,36
SKU012,WH3,2024-12-26,49
SKU012,WH4,2024-12-26,50
SKU012,WH5,2024-12-26,53
SKU013,WH1,2024-12-26,44
SKU013,WH2,2024-12-26,49
SKU013,WH3,2024-12-26,44
SKU013,WH4,2024-12-26,50
SKU013,WH5,2024-12-26,44
SKU014,WH1,2024-12-26,47
SKU014,WH2,2024-12-26,44
SKU014,WH3,2024-12-26,52
SKU014,WH4,2024-12-26,53
SKU014,WH5,2024-12-26,48
SKU015,WH1,2024-12-26,49
SKU015,WH2,2024-12-26,42
SKU015,WH3,2024-12-26,47
SKU015,WH4,2024-12-26,49
SKU015,WH5,2024-12-26,62
SKU016,WH1,2024-12-26,43
SKU016,WH2,2024-12-26,56
SKU016,WH3,2024-12-26,54
SKU016,WH4,2024-12-26,50
SKU016,WH5,2024-12-26,58
SKU017,WH1,2024-12-26,51
SKU017,WH2,2024-12-26,51
SKU017,WH3,2024-12-26,49
SKU017,WH4,2024-12-26,55
SKU017,WH5,2024-12-26,54
SKU018,WH1,2024-12-26,46
SKU018,WH2,2024-12-26,42
SKU018,WH3,2024-12-26,48
SKU018,WH4,2024-12-26,45
SKU018,WH5,2024-12-26,48
SKU019,WH1,2024-12-26,55
SKU019,WH2,2024-12-26,47
SKU019,WH3,2024-12-26,49
SKU019,WH4,2024-12-26,49
SKU019,WH5,2024-12-26,53
SKU020,WH1,2024-12-26,38
SKU020,WH2,2024-12-26,46
SKU020,WH3,2024-12-26,50
SKU020,WH4,2024-12-26,55
SKU020,WH5,2024-12-26,46
SKU001,WH1,2024-12-27,40
SKU001,WH2,2024-12-27,52
SKU001,WH3,2024-12-27,46
SKU001,WH4,2024-12-27,43
SKU001,WH5,2024-12-27,46
SKU002,WH1,2024-12-27,48
SKU002,WH2,2024-12-27,46
SKU002,WH3,2024-12-27,38
SKU002,WH4,2024-12-27,53
SKU002,WH5,2024-12-27,55
SKU003,WH1,2024-12-27,52
SKU003,WH2,2024-12-27,43
SKU003,WH3,2024-12-27,48
SKU003,WH4,2024-12-27,49
SKU003,WH5,2024-12-27,52
SKU004,WH1,2024-12-27,52
SKU004,WH2,2024-12-27,45
SKU004,WH3,2024-12-27,49
SKU004,WH4,2024-12-27,51
SKU004,WH5,2024-12-27,56
SKU005,WH1,2024-12-27,53
SKU005,WH2,2024-12-27,53
SKU005,WH3,2024-12-27,49
SKU005,WH4,2024-12-27,56
SKU005,WH5,2024-12-27,51
SKU006,WH1,2024-12-27,45
SKU006,WH2,2024-12-27,56
SKU006,WH3,2024-12-27,52
SKU006,WH4,2024-12-27,47
SKU006,WH5,2024-12-27,47
SKU007,WH1,2024-12-27,50
SKU007,WH2,2024-12-27,51
SKU007,WH3,2024-12-27,50
SKU007,WH4,2024-12-27,51
SKU007,WH5,2024-12-27,57
SKU008,WH1,2024-12-27,54
SKU008,WH2,2024-12-27,50
SKU008,WH3,2024-12-27,54
SKU008,WH4,2024-12-27,44
SKU008,WH5,2024-12-27,51
SKU009,WH1,2024-12-27,58
SKU009,WH2,2024-12-27,48
SKU009,WH3,2024-12-27,45
SKU009,WH4,2024-12-27,46
SKU009,WH5,2024-12-27,44
SKU010,WH1,2024-12-27,45
SKU010,WH2,2024-12-27,47
SKU010,WH3,2024-12-27,42
SKU010,WH4,2024-12-27,49
SKU010,WH5,2024-12-27,53
SKU011,WH1,2024-12-27,44
SKU011,WH2,2024-12-27,57
SKU011,WH3,2024-12-27,52
SKU011,WH4,2024-12-27,54
SKU011,WH5,2024-12-27,46
SKU012,WH1,2024-12-27,53
SKU012,WH2,2024-12-27,44
SKU012,WH3,2024-12-27,53
SKU012,WH4,2024-12-27,50
SKU012,WH5,2024-12-27,52
SKU013,WH1,2024-12-27,43
SKU013,WH2,2024-12-27,45
SKU013,WH3,2024-12-27,52
SKU013,WH4,2024-12-27,44
SKU013,WH5,2024-12-27,51
SKU014,WH1,2024-12-27,42
SKU014,WH2,2024-12-27,53
SKU014,WH3,2024-12-27,43
SKU014,WH4,2024-12-27,52
SKU014,WH5,2024-12-27,52
SKU015,WH1,2024-12-27,45
SKU015,WH2,2024-12-27,52
SKU015,WH3,2024-12-27,50
SKU015,WH4,2024-12-27,46
SKU015,WH5,2024-12-27,44
SKU016,WH1,2024-12-27,39
SKU016,WH2,2024-12-27,51
SKU016,WH3,2024-12-27,41
SKU016,WH4,2024-12-27,49
SKU016,WH5,2024-12-27,48
SKU017,WH1,2024-12-27,52
SKU017,WH2,2024-12-27,47
SKU017,WH3,2024-12-27,47
SKU017,WH4,2024-12-27,53
SKU017,WH5,2024-12-27,51
SKU018,WH1,2024-12-27,51
SKU018,WH2,2024-12-27,51
SKU018,WH3,2024-12-27,41
SKU018,WH4,2024-12-27,53
SKU018,WH5,2024-12-27,52
SKU019,WH1,2024-12-27,44
SKU019,WH2,2024-12-27,48
SKU019,WH3,2024-12-27,49
SKU019,WH4,2024-12-27,48
SKU019,WH5,2024-12-27,51
SKU020,WH1,2024-12-27,56
SKU020,WH2,2024-12-27,54
SKU020,WH3,2024-12-27,42
SKU020,WH4,2024-12-27,52
SKU020,WH5,2024-12-27,56
SKU001,WH1,2024-12-28,51
SKU001,WH2,2024-12-28,55
SKU001,WH3,2024-12-28,59
SKU001,WH4,2024-12-28,54
SKU001,WH5,2024-12-28,50
SKU002,WH1,2024-12-28,54
SKU002,WH2,2024-12-28,50
SKU002,WH3,2024-12-28,49
SKU002,WH4,2024-12-28,47
SKU002,WH5,2024-12-28,57
SKU003,WH1,2024-12-28,45
SKU003,WH2,2024-12-28,57
SKU003,WH3,2024-12-28,52
SKU003,WH4,2024-12-28,42
SKU003,WH5,2024-12-28,51
SKU004,WH1,2024-12-28,39
SKU004,WH2,2024-12-28,52
SKU004,WH3,2024-12-28,54
SKU004,WH4,2024-12-28,46
SKU004,WH5,2024-12-28,50
SKU005,WH1,2024-12-28,59
SKU005,WH2,2024-12-28,47
SKU005,WH3,2024-12-28,44
SKU005,WH4,2024-12-28,57
SKU005,WH5,2024-12-28,59
SKU006,WH1,2024-12-28,49
SKU006,WH2,2024-12-28,54
SKU006,WH3,2024-12-28,56
SKU006,WH4,2024-12-28,45
SKU006,WH5,2024-12-28,47
SKU007,WH1,2024-12-28,55
SKU007,WH2,2024-12-28,58
SKU007,WH3,2024-12-28,52
SKU007,WH4,2024-12-28,45
SKU007,WH5,2024-12-28,59
SKU008,WH1,2024-12-28,47
SKU008,WH2,2024-12-28,47
SKU008,WH3,2024-12-28,51
SKU008,WH4,2024-12-28,57
SKU008,WH5,2024-12-28,53
SKU009,WH1,2024-12-28,51
SKU009,WH2,2024-12-28,51
SKU009,WH3,2024-12-28,49
SKU009,WH4,2024-12-28,52
SKU009,WH5,2024-12-28,37
SKU010,WH1,2024-12-28,48
SKU010,WH2,2024-12-28,50
SKU010,WH3,2024-12-28,43
SKU010,WH4,2024-12-28,51
SKU010,WH5,2024-12-28,48
SKU011,WH1,2024-12-28,58
SKU011,WH2,2024-12-28,57
SKU011,WH3,2024-12-28,47
SKU011,WH4,2024-12-28,48
SKU011,WH5,2024-12-28,49
SKU012,WH1,2024-12-28,47
SKU012,WH2,2024-12-28,50
SKU012,WH3,2024-12-28,45
SKU012,WH4,2024-12-28,44
SKU012,WH5,2024-12-28,52
SKU013,WH1,2024-12-28,52
SKU013,WH2,2024-12-28,45
SKU013,WH3,2024-12-28,54
SKU013,WH4,2024-12-28,46
SKU013,WH5,2024-12-28,50
SKU014,WH1,2024-12-28,53
SKU014,WH2,2024-12-28,49
SKU014,WH3,2024-12-28,51
SKU014,WH4,2024-12-28,47
SKU014,WH5,2024-12-28,48
SKU015,WH1,2024-12-28,48
SKU015,WH2,2024-12-28,45
SKU015,WH3,2024-12-28,48
SKU015,WH4,2024-12-28,41
SKU015,WH5,2024-12-28,47
SKU016,WH1,2024-12-28,48
SKU016,WH2,2024-12-28,48
SKU016,WH3,2024-12-28,48
SKU016,WH4,2024-12-28,49
SKU016,WH5,2024-12-28,52
SKU017,WH1,2024-12-28,54
SKU017,WH2,2024-12-28,46
SKU017,WH3,2024-12-28,43
SKU017,WH4,2024-12-28,44
SKU017,WH5,2024-12-28,47
SKU018,WH1,2024-12-28,47
SKU018,WH2,2024-12-28,45
SKU018,WH3,2024-12-28,43
SKU018,WH4,2024-12-28,47
SKU018,WH5,2024-12-28,50
SKU019,WH1,2024-12-28,52
SKU019,WH2,2024-12-28,46
SKU019,WH3,2024-12-28,47
SKU019,WH4,2024-12-28,45
SKU019,WH5,2024-12-28,49
SKU020,WH1,2024-12-28,45
SKU020,WH2,2024-12-28,52
SKU020,WH3,2024-12-28,40
SKU020,WH4,2024-12-28,47
SKU020,WH5,2024-12-28,51
SKU001,WH1,2024-12-29,50
SKU001,WH2,2024-12-29,63
SKU001,WH3,2024-12-29,51
SKU001,WH4,2024-12-29,44
SKU001,WH5,2024-12-29,49
SKU002,WH1,2024-12-29,40
SKU002,WH2,2024-12-29,49
SKU002,WH3,2024-12-29,45
SKU002,WH4,2024-12-29,54
SKU002,WH5,2024-12-29,47
SKU003,WH1,2024-12-29,49
SKU003,WH2,2024-12-29,46
SKU003,WH3,2024-12-29,58
SKU003,WH4,2024-12-29,48
SKU003,WH5,2024-12-29,58
SKU004,WH1,2024-12-29,53
SKU004,WH2,2024-12-29,52
SKU004,WH3,2024-12-29,51
SKU004,WH4,2024-12-29,51
SKU004,WH5,2024-12-29,40
SKU005,WH1,2024-12-29,48
SKU005,WH2,2024-12-29,54
SKU005,WH3,2024-12-29,49
SKU005,WH4,2024-12-29,42
SKU005,WH5,2024-12-29,49
SKU006,WH1,2024-12-29,58
SKU006,WH2,2024-12-29,56
SKU006,WH3,2024-12-29,49
SKU006,WH4,2024-12-29,54
SKU006,WH5,2024-12-29,47
SKU007,WH1,2024-12-29,41
SKU007,WH2,2024-12-29,45
SKU007,WH3,2024-12-29,57
SKU007,WH4,2024-12-29,48
SKU007,WH5,2024-12-29,48
SKU008,WH1,2024-12-29,48
SKU008,WH2,2024-12-29,59
SKU008,WH3,2024-12-29,57
SKU008,WH4,2024-12-29,60
SKU008,WH5,2024-12-29,49
SKU009,WH1,2024-12-29,51
SKU009,WH2,2024-12-29,42
SKU009,WH3,2024-12-29,57
SKU009,WH4,2024-12-29,43
SKU009,WH5,2024-12-29,50
SKU010,WH1,2024-12-29,44
SKU010,WH2,2024-12-29,46
SKU010,WH3,2024-12-29,45
SKU010,WH4,2024-12-29,46
SKU010,WH5,2024-12-29,47
SKU011,WH1,2024-12-29,47
SKU011,WH2,2024-12-29,53
SKU011,WH3,2024-12-29,44
SKU011,WH4,2024-12-29,50
SKU011,WH5,2024-12-29,55
SKU012,WH1,2024-12-29,47
SKU012,WH2,2024-12-29,46
SKU012,WH3,2024-12-29,48
SKU012,WH4,2024-12-29,55
SKU012,WH5,2024-12-29,50
SKU013,WH1,2024-12-29,47
SKU013,WH2,2024-12-29,52
SKU013,WH3,2024-12-29,44
SKU013,WH4,2024-12-29,53
SKU013,WH5,2024-12-29,51
SKU014,WH1,2024-12-29,48
SKU014,WH2,2024-12-29,45
SKU014,WH3,2024-12-29,45
SKU014,WH4,2024-12-29,52
SKU014,WH5,2024-12-29,55
SKU015,WH1,2024-12-29,46
SKU015,WH2,2024-12-29,52
SKU015,WH3,2024-12-29,39
SKU015,WH4,2024-12-29,46
SKU015,WH5,2024-12-29,49
SKU016,WH1,2024-12-29,45
SKU016,WH2,2024-12-29,45
SKU016,WH3,2024-12-29,46
SKU016,WH4,2024-12-29,51
SKU016,WH5,2024-12-29,48
SKU017,WH1,2024-12-29,38
SKU017,WH2,2024-12-29,39
SKU017,WH3,2024-12-29,46
SKU017,WH4,2024-12-29,52
SKU017,WH5,2024-12-29,36
SKU018,WH1,2024-12-29,47
SKU018,WH2,2024-12-29,47
SKU018,WH3,2024-12-29,56
SKU018,WH4,2024-12-29,47
SKU018,WH5,2024-12-29,51
SKU019,WH1,2024-12-29,50
SKU019,WH2,2024-12-29,39
SKU019,WH3,2024-12-29,53
SKU019,WH4,2024-12-29,50
SKU019,WH5,2024-12-29,52
SKU020,WH1,2024-12-29,69
SKU020,WH2,2024-12-29,39
SKU020,WH3,2024-12-29,58
SKU020,WH4,2024-12-29,48
SKU020,WH5,2024-12-29,51
SKU001,WH1,2024-12-30,49
SKU001,WH2,2024-12-30,47
SKU001,WH3,2024-12-30,47
SKU001,WH4,2024-12-30,51
SKU001,WH5,2024-12-30,42
SKU002,WH1,2024-12-30,53
SKU002,WH2,2024-12-30,47
SKU002,WH3,2024-12-30,44
SKU002,WH4,2024-12-30,47
SKU002,WH5,2024-12-30,56
SKU003,WH1,2024-12-30,47
SKU003,WH2,2024-12-30,51
SKU003,WH3,2024-12-30,46
SKU003,WH4,2024-12-30,53
SKU003,WH5,2024-12-30,53
SKU004,WH1,2024-12-30,59
SKU004,WH2,2024-12-30,49
SKU004,WH3,2024-12-30,53
SKU004,WH4,2024-12-30,50
SKU004,WH5,2024-12-30,56
SKU005,WH1,2024-12-30,46
SKU005,WH2,2024-12-30,53
SKU005,WH3,2024-12-30,49
SKU005,WH4,2024-12-30,49
SKU005,WH5,2024-12-30,50
SKU006,WH1,2024-12-30,51
SKU006,WH2,2024-12-30,49
SKU006,WH3,2024-12-30,51
SKU006,WH4,2024-12-30,57
SKU006,WH5,2024-12-30,54
SKU007,WH1,2024-12-30,54
SKU007,WH2,2024-12-30,47
SKU007,WH3,2024-12-30,45
SKU007,WH4,2024-12-30,54
SKU007,WH5,2024-12-30,54
SKU008,WH1,2024-12-30,57
SKU008,WH2,2024-12-30,46
SKU008,WH3,2024-12-30,48
SKU008,WH4,2024-12-30,41
SKU008,WH5,2024-12-30,48
SKU009,WH1,2024-12-30,54
SKU009,WH2,2024-12-30,47
SKU009,WH3,2024-12-30,53
SKU009,WH4,2024-12-30,49
SKU009,WH5,2024-12-30,51
SKU010,WH1,2024-12-30,44
SKU010,WH2,2024-12-30,50
SKU010,WH3,2024-12-30,35
SKU010,WH4,2024-12-30,49
SKU010,WH5,2024-12-30,41
SKU011,WH1,2024-12-30,56
SKU011,WH2,2024-12-30,53
SKU011,WH3,2024-12-30,52
SKU011,WH4,2024-12-30,57
SKU011,WH5,2024-12-30,45
SKU012,WH1,2024-12-30,58
SKU012,WH2,2024-12-30,54
SKU012,WH3,2024-12-30,48
SKU012,WH4,2024-12-30,55
SKU012,WH5,2024-12-30,44
SKU013,WH1,2024-12-30,45
SKU013,WH2,2024-12-30,46
SKU013,WH3,2024-12-30,47
SKU013,WH4,2024-12-30,44
SKU013,WH5,2024-12-30,56
SKU014,WH1,2024-12-30,48
SKU014,WH2,2024-12-30,51
SKU014,WH3,2024-12-30,47
SKU014,WH4,2024-12-30,40
SKU014,WH5,2024-12-30,51
SKU015,WH1,2024-12-30,40
SKU015,WH2,2024-12-30,49
SKU015,WH3,2024-12-30,43
SKU015,WH4,2024-12-30,59
SKU015,WH5,2024-12-30,54
SKU016,WH1,2024-12-30,50
SKU016,WH2,2024-12-30,56
SKU016,WH3,2024-12-30,45
